scenario,episode,method,delay_steps,trace_quality,proxy_conflict,localization_error,counterfactual_precision,success_lift,reward_dependence
sparse_effect,62,effect_trace,9,0.6599,0.1283,1.0605,0.851,0.3084,0.0
sparse_effect,63,delayed_reward_td,12,0.4831,0.1823,5.047,0.282,-0.0257,1.0
sparse_effect,63,dense_shaping,12,0.4831,0.1823,2.9801,0.4605,0.1069,0.55
sparse_effect,63,effect_trace,12,0.4831,0.1823,1.3148,0.836,0.2998,0.0
sparse_effect,64,delayed_reward_td,7,0.4079,0.2793,3.6085,0.3173,0.0554,1.0
sparse_effect,64,dense_shaping,7,0.4079,0.2793,2.3753,0.4175,0.1054,0.55
sparse_effect,64,effect_trace,7,0.4079,0.2793,1.0936,0.8362,0.262,0.0
sparse_effect,65,delayed_reward_td,2,0.5001,0.3176,2.0434,0.3861,0.0986,1.0
sparse_effect,65,dense_shaping,2,0.5001,0.3176,1.3656,0.4978,0.1433,0.55
sparse_effect,65,effect_trace,2,0.5001,0.3176,0.7272,0.8044,0.3074,0.0
sparse_effect,66,delayed_reward_td,2,0.6982,0.3775,2.1858,0.3933,0.0993,1.0
sparse_effect,66,dense_shaping,2,0.6982,0.3775,1.2969,0.4461,0.133,0.55
sparse_effect,66,effect_trace,2,0.6982,0.3775,0.6314,0.8881,0.3284,0.0
sparse_effect,67,delayed_reward_td,2,0.7146,0.2885,2.0193,0.4508,0.0958,1.0
sparse_effect,67,dense_shaping,2,0.7146,0.2885,1.3471,0.5132,0.1726,0.55
sparse_effect,67,effect_trace,2,0.7146,0.2885,0.4951,0.9082,0.3183,0.0
sparse_effect,68,delayed_reward_td,7,0.4466,0.4708,3.642,0.3884,-0.0057,1.0
sparse_effect,68,dense_shaping,7,0.4466,0.4708,2.6185,0.3791,0.0968,0.55
sparse_effect,68,effect_trace,7,0.4466,0.4708,1.0495,0.8127,0.289,0.0
sparse_effect,69,delayed_reward_td,5,0.7199,0.3502,2.8508,0.3755,0.0364,1.0
sparse_effect,69,dense_shaping,5,0.7199,0.3502,2.0464,0.4656,0.1489,0.55
sparse_effect,69,effect_trace,5,0.7199,0.3502,0.7872,0.865,0.288,0.0
sparse_effect,70,delayed_reward_td,7,0.5987,0.1548,3.554,0.3597,0.0598,1.0
sparse_effect,70,dense_shaping,7,0.5987,0.1548,2.1423,0.5063,0.1578,0.55
sparse_effect,70,effect_trace,7,0.5987,0.1548,0.7707,0.9003,0.2753,0.0
sparse_effect,71,delayed_reward_td,5,0.4784,0.4657,3.1514,0.3347,0.0546,1.0
sparse_effect,71,dense_shaping,5,0.4784,0.4657,2.1063,0.4398,0.1171,0.55
sparse_effect,71,effect_trace,5,0.4784,0.4657,0.9119,0.8327,0.2582,0.0
sparse_effect,72,delayed_reward_td,5,0.412,0.2772,2.9502,0.2978,0.0598,1.0
sparse_effect,72,dense_shaping,5,0.412,0.2772,1.9295,0.4438,0.1467,0.55
sparse_effect,72,effect_trace,5,0.412,0.2772,0.8191,0.8415,0.2915,0.0
sparse_effect,73,delayed_reward_td,7,0.5737,0.4068,3.5461,0.3215,0.0447,1.0
sparse_effect,73,dense_shaping,7,0.5737,0.4068,2.4803,0.438,0.1174,0.55
sparse_effect,73,effect_trace,7,0.5737,0.4068,0.9804,0.8062,0.3167,0.0
sparse_effect,74,delayed_reward_td,11,0.4439,0.3688,4.7721,0.2597,-0.0039,1.0
sparse_effect,74,dense_shaping,11,0.4439,0.3688,3.2301,0.3775,0.1158,0.55
sparse_effect,74,effect_trace,11,0.4439,0.3688,1.1072,0.8087,0.2461,0.0
sparse_effect,75,delayed_reward_td,4,0.614,0.1945,2.6276,0.3697,0.0897,1.0
sparse_effect,75,dense_shaping,4,0.614,0.1945,1.6664,0.5102,0.1455,0.55
sparse_effect,75,effect_trace,4,0.614,0.1945,0.7872,0.8737,0.3089,0.0
sparse_effect,76,delayed_reward_td,4,0.5875,0.1952,2.7709,0.4276,0.0475,1.0
sparse_effect,76,dense_shaping,4,0.5875,0.1952,1.6611,0.4906,0.1505,0.55
sparse_effect,76,effect_trace,4,0.5875,0.1952,0.741,0.8316,0.3161,0.0
sparse_effect,77,delayed_reward_td,7,0.4934,0.0587,3.4596,0.3303,0.0407,1.0
sparse_effect,77,dense_shaping,7,0.4934,0.0587,2.0611,0.4563,0.1979,0.55
sparse_effect,77,effect_trace,7,0.4934,0.0587,0.9114,0.8491,0.2686,0.0
sparse_effect,78,delayed_reward_td,2,0.5941,0.1961,2.014,0.4192,0.1037,1.0
sparse_effect,78,dense_shaping,2,0.5941,0.1961,1.3175,0.533,0.153,0.55
sparse_effect,78,effect_trace,2,0.5941,0.1961,0.644,0.8973,0.3199,0.0
sparse_effect,79,delayed_reward_td,10,0.6521,0.4769,4.5445,0.2871,-0.0051,1.0
sparse_effect,79,dense_shaping,10,0.6521,0.4769,3.0168,0.4002,0.0868,0.55
sparse_effect,79,effect_trace,10,0.6521,0.4769,1.124,0.7925,0.2926,0.0
sparse_effect,80,delayed_reward_td,10,0.6287,0.2834,4.4803,0.3482,-0.0013,1.0
sparse_effect,80,dense_shaping,10,0.6287,0.2834,2.8428,0.4502,0.0726,0.55
sparse_effect,80,effect_trace,10,0.6287,0.2834,1.055,0.8553,0.3164,0.0
sparse_effect,81,delayed_reward_td,3,0.3793,0.1915,2.2928,0.4269,0.1331,1.0
sparse_effect,81,dense_shaping,3,0.3793,0.1915,1.5701,0.4856,0.183,0.55
sparse_effect,81,effect_trace,3,0.3793,0.1915,0.8092,0.8597,0.3175,0.0
sparse_effect,82,delayed_reward_td,3,0.4711,0.3117,2.3944,0.3842,0.1008,1.0
sparse_effect,82,dense_shaping,3,0.4711,0.3117,1.5262,0.4942,0.1531,0.55
sparse_effect,82,effect_trace,3,0.4711,0.3117,0.7853,0.8151,0.2874,0.0
sparse_effect,83,delayed_reward_td,4,0.4443,0.2836,2.5957,0.3792,0.0616,1.0
sparse_effect,83,dense_shaping,4,0.4443,0.2836,1.8344,0.4529,0.1062,0.55
sparse_effect,83,effect_trace,4,0.4443,0.2836,0.837,0.8539,0.2914,0.0
sparse_effect,84,delayed_reward_td,11,0.4633,0.2339,4.6922,0.2639,-0.0043,1.0
sparse_effect,84,dense_shaping,11,0.4633,0.2339,2.9375,0.4334,0.0976,0.55
sparse_effect,84,effect_trace,11,0.4633,0.2339,1.1116,0.8483,0.2929,0.0
sparse_effect,85,delayed_reward_td,10,0.5421,0.1255,4.379,0.3188,-0.0221,1.0
sparse_effect,85,dense_shaping,10,0.5421,0.1255,2.7473,0.4711,0.1207,0.55
sparse_effect,85,effect_trace,10,0.5421,0.1255,1.1634,0.8731,0.3034,0.0
sparse_effect,86,delayed_reward_td,7,0.5887,0.2885,3.5464,0.3604,0.0193,1.0
sparse_effect,86,dense_shaping,7,0.5887,0.2885,2.2844,0.4687,0.1433,0.55
sparse_effect,86,effect_trace,7,0.5887,0.2885,1.0623,0.8451,0.3104,0.0
sparse_effect,87,delayed_reward_td,12,0.6439,0.3256,5.1641,0.2957,-0.0446,1.0
sparse_effect,87,dense_shaping,12,0.6439,0.3256,3.2594,0.4049,0.1165,0.55
sparse_effect,87,effect_trace,12,0.6439,0.3256,1.2378,0.8539,0.2813,0.0
sparse_effect,88,delayed_reward_td,4,0.7143,0.1874,2.5923,0.3888,0.0772,1.0
sparse_effect,88,dense_shaping,4,0.7143,0.1874,1.5499,0.4941,0.164,0.55
sparse_effect,88,effect_trace,4,0.7143,0.1874,0.5901,0.8855,0.3215,0.0
sparse_effect,89,delayed_reward_td,9,0.4974,0.4087,4.1742,0.2812,0.0017,1.0
sparse_effect,89,dense_shaping,9,0.4974,0.4087,2.7937,0.4205,0.1238,0.55
sparse_effect,89,effect_trace,9,0.4974,0.4087,1.1938,0.8235,0.2904,0.0
sparse_effect,90,delayed_reward_td,4,0.7243,0.1068,2.6295,0.4261,0.0785,1.0
sparse_effect,90,dense_shaping,4,0.7243,0.1068,1.4666,0.5141,0.2013,0.55
sparse_effect,90,effect_trace,4,0.7243,0.1068,0.6509,0.9206,0.3395,0.0
sparse_effect,91,delayed_reward_td,11,0.4419,0.02,4.5499,0.3038,-0.0262,1.0
sparse_effect,91,dense_shaping,11,0.4419,0.02,2.8039,0.4799,0.1303,0.55
sparse_effect,91,effect_trace,11,0.4419,0.02,1.2074,0.82,0.2944,0.0
sparse_effect,92,delayed_reward_td,9,0.5029,0.2184,4.133,0.324,0.0076,1.0
sparse_effect,92,dense_shaping,9,0.5029,0.2184,2.6418,0.4563,0.1076,0.55
sparse_effect,92,effect_trace,9,0.5029,0.2184,1.0977,0.8854,0.3011,0.0
sparse_effect,93,delayed_reward_td,8,0.6128,0.2342,3.9133,0.3564,0.0426,1.0
sparse_effect,93,dense_shaping,8,0.6128,0.2342,2.401,0.4496,0.1351,0.55
sparse_effect,93,effect_trace,8,0.6128,0.2342,1.0959,0.8561,0.2996,0.0
sparse_effect,94,delayed_reward_td,5,0.6483,0.1343,2.9069,0.3702,0.0473,1.0
sparse_effect,94,dense_shaping,5,0.6483,0.1343,1.7365,0.54,0.1644,0.55
sparse_effect,94,effect_trace,5,0.6483,0.1343,0.8279,0.8704,0.3003,0.0
sparse_effect,95,delayed_reward_td,12,0.6555,0.1134,5.0294,0.3026,0.0019,1.0
sparse_effect,95,dense_shaping,12,0.6555,0.1134,3.0074,0.4967,0.1134,0.55
sparse_effect,95,effect_trace,12,0.6555,0.1134,1.0724,0.8532,0.3117,0.0
sparse_effect,96,delayed_reward_td,3,0.6401,0.3065,2.3723,0.4172,0.0857,1.0
sparse_effect,96,dense_shaping,3,0.6401,0.3065,1.5683,0.4388,0.1636,0.55
sparse_effect,96,effect_trace,3,0.6401,0.3065,0.7403,0.8624,0.3057,0.0
sparse_effect,97,delayed_reward_td,11,0.5629,0.2493,4.7295,0.282,0.0158,1.0
sparse_effect,97,dense_shaping,11,0.5629,0.2493,3.0171,0.3894,0.1033,0.55
sparse_effect,97,effect_trace,11,0.5629,0.2493,1.1642,0.8368,0.288,0.0
sparse_effect,98,delayed_reward_td,10,0.3356,0.3201,4.4847,0.2543,0.0227,1.0
sparse_effect,98,dense_shaping,10,0.3356,0.3201,2.8825,0.3626,0.0826,0.55
sparse_effect,98,effect_trace,10,0.3356,0.3201,1.3133,0.8112,0.2791,0.0
sparse_effect,99,delayed_reward_td,9,0.475,0.1929,4.1701,0.3207,0.0179,1.0
sparse_effect,99,dense_shaping,9,0.475,0.1929,2.6019,0.4607,0.1273,0.55
sparse_effect,99,effect_trace,9,0.475,0.1929,1.0667,0.8216,0.2931,0.0
sparse_effect,100,delayed_reward_td,12,0.5553,0.1704,5.042,0.2854,-0.0204,1.0
sparse_effect,100,dense_shaping,12,0.5553,0.1704,3.1344,0.4498,0.0885,0.55
sparse_effect,100,effect_trace,12,0.5553,0.1704,1.1996,0.8269,0.29,0.0
sparse_effect,101,delayed_reward_td,6,0.5957,0.2851,3.2556,0.3144,0.0492,1.0
sparse_effect,101,dense_shaping,6,0.5957,0.2851,2.1519,0.4288,0.1254,0.55
sparse_effect,101,effect_trace,6,0.5957,0.2851,0.8505,0.8648,0.3044,0.0
sparse_effect,102,delayed_reward_td,11,0.6615,0.2492,4.8597,0.2957,0.011,1.0
sparse_effect,102,dense_shaping,11,0.6615,0.2492,2.969,0.4421,0.1409,0.55
sparse_effect,102,effect_trace,11,0.6615,0.2492,1.1711,0.8742,0.3267,0.0
sparse_effect,103,delayed_reward_td,8,0.534,0.2759,3.8834,0.2903,0.0104,1.0
sparse_effect,103,dense_shaping,8,0.534,0.2759,2.4991,0.4335,0.1274,0.55
sparse_effect,103,effect_trace,8,0.534,0.2759,1.0359,0.8494,0.3073,0.0
sparse_effect,104,delayed_reward_td,4,0.4307,0.3274,2.6744,0.3998,0.0667,1.0
sparse_effect,104,dense_shaping,4,0.4307,0.3274,1.7503,0.4393,0.1453,0.55
sparse_effect,104,effect_trace,4,0.4307,0.3274,0.8824,0.8717,0.2976,0.0
sparse_effect,105,delayed_reward_td,8,0.4259,0.3431,3.9391,0.3129,0.0339,1.0
sparse_effect,105,dense_shaping,8,0.4259,0.3431,2.5042,0.4242,0.1033,0.55
sparse_effect,105,effect_trace,8,0.4259,0.3431,0.9601,0.8021,0.274,0.0
sparse_effect,106,delayed_reward_td,12,0.5312,0.2049,5.0092,0.2774,-0.0046,1.0
sparse_effect,106,dense_shaping,12,0.5312,0.2049,3.0034,0.4495,0.1017,0.55
sparse_effect,106,effect_trace,12,0.5312,0.2049,1.271,0.8286,0.2942,0.0
sparse_effect,107,delayed_reward_td,6,0.4866,0.3211,3.2989,0.376,0.0409,1.0
sparse_effect,107,dense_shaping,6,0.4866,0.3211,2.1638,0.4713,0.1359,0.55
sparse_effect,107,effect_trace,6,0.4866,0.3211,0.9901,0.8492,0.2879,0.0
sparse_effect,108,delayed_reward_td,5,0.5849,0.1735,2.9123,0.3687,0.0401,1.0
sparse_effect,108,dense_shaping,5,0.5849,0.1735,1.8592,0.5582,0.1177,0.55
sparse_effect,108,effect_trace,5,0.5849,0.1735,0.7396,0.8799,0.3084,0.0
sparse_effect,109,delayed_reward_td,3,0.4732,0.2075,2.3411,0.4094,0.0808,1.0
sparse_effect,109,dense_shaping,3,0.4732,0.2075,1.604,0.453,0.1546,0.55
sparse_effect,109,effect_trace,3,0.4732,0.2075,0.8034,0.8425,0.3106,0.0
sparse_effect,110,delayed_reward_td,11,0.6861,0.13,4.6252,0.2898,-0.0172,1.0
sparse_effect,110,dense_shaping,11,0.6861,0.13,2.8175,0.5033,0.1231,0.55
sparse_effect,110,effect_trace,11,0.6861,0.13,1.0385,0.8599,0.3031,0.0
sparse_effect,111,delayed_reward_td,3,0.5337,0.24,2.3345,0.4151,0.0968,1.0
sparse_effect,111,dense_shaping,3,0.5337,0.24,1.522,0.4642,0.1566,0.55
sparse_effect,111,effect_trace,3,0.5337,0.24,0.741,0.8776,0.2861,0.0
sparse_effect,112,delayed_reward_td,5,0.6799,0.3047,2.9233,0.3854,0.0391,1.0
sparse_effect,112,dense_shaping,5,0.6799,0.3047,1.7674,0.503,0.1219,0.55
sparse_effect,112,effect_trace,5,0.6799,0.3047,0.6298,0.8573,0.3404,0.0
sparse_effect,113,delayed_reward_td,3,0.5106,0.1752,2.3703,0.4097,0.0829,1.0
sparse_effect,113,dense_shaping,3,0.5106,0.1752,1.5024,0.5175,0.1495,0.55
sparse_effect,113,effect_trace,3,0.5106,0.1752,0.7706,0.8328,0.3104,0.0
sparse_effect,114,delayed_reward_td,2,0.4263,0.3908,2.1191,0.3789,0.0565,1.0
sparse_effect,114,dense_shaping,2,0.4263,0.3908,1.5773,0.3961,0.1434,0.55
sparse_effect,114,effect_trace,2,0.4263,0.3908,0.7153,0.8393,0.2936,0.0
sparse_effect,115,delayed_reward_td,6,0.4964,0.1118,3.2042,0.3942,0.0389,1.0
sparse_effect,115,dense_shaping,6,0.4964,0.1118,1.8686,0.4943,0.1188,0.55
sparse_effect,115,effect_trace,6,0.4964,0.1118,0.8577,0.8425,0.3052,0.0
sparse_effect,116,delayed_reward_td,11,0.5802,0.1182,4.694,0.2639,-0.0391,1.0
sparse_effect,116,dense_shaping,11,0.5802,0.1182,2.8691,0.462,0.0952,0.55
sparse_effect,116,effect_trace,11,0.5802,0.1182,1.1552,0.7923,0.3129,0.0
sparse_effect,117,delayed_reward_td,4,0.6884,0.2574,2.6553,0.3944,0.0504,1.0
sparse_effect,117,dense_shaping,4,0.6884,0.2574,1.6757,0.5087,0.1262,0.55
sparse_effect,117,effect_trace,4,0.6884,0.2574,0.7435,0.9076,0.3041,0.0
sparse_effect,118,delayed_reward_td,2,0.6129,0.3263,2.148,0.434,0.0963,1.0
sparse_effect,118,dense_shaping,2,0.6129,0.3263,1.4078,0.4681,0.1688,0.55
sparse_effect,118,effect_trace,2,0.6129,0.3263,0.6758,0.8644,0.3043,0.0
sparse_effect,119,delayed_reward_td,4,0.4722,0.3346,2.7849,0.3882,0.0853,1.0
sparse_effect,119,dense_shaping,4,0.4722,0.3346,1.8384,0.3889,0.1531,0.55
sparse_effect,119,effect_trace,4,0.4722,0.3346,0.7162,0.8264,0.2912,0.0
sparse_effect,120,delayed_reward_td,10,0.3824,0.2764,4.5282,0.2982,-0.0061,1.0
sparse_effect,120,dense_shaping,10,0.3824,0.2764,2.8273,0.3968,0.1061,0.55
sparse_effect,120,effect_trace,10,0.3824,0.2764,1.168,0.8036,0.2884,0.0
sparse_effect,121,delayed_reward_td,12,0.5146,0.1547,5.0261,0.2858,-0.0193,1.0
sparse_effect,121,dense_shaping,12,0.5146,0.1547,3.0693,0.4339,0.0982,0.55
sparse_effect,121,effect_trace,12,0.5146,0.1547,1.2366,0.8203,0.2877,0.0
sparse_effect,122,delayed_reward_td,4,0.5914,0.3987,2.7498,0.389,0.0609,1.0
sparse_effect,122,dense_shaping,4,0.5914,0.3987,1.7985,0.4567,0.1485,0.55
sparse_effect,122,effect_trace,4,0.5914,0.3987,0.7305,0.8624,0.3016,0.0
sparse_effect,123,delayed_reward_td,4,0.5003,0.2406,2.6568,0.3931,0.0675,1.0
sparse_effect,123,dense_shaping,4,0.5003,0.2406,1.5854,0.4891,0.1423,0.55
sparse_effect,123,effect_trace,4,0.5003,0.2406,0.7337,0.8602,0.2898,0.0
sparse_effect,124,delayed_reward_td,4,0.5201,0.2164,2.6376,0.4272,0.0379,1.0
sparse_effect,124,dense_shaping,4,0.5201,0.2164,1.6834,0.4935,0.1448,0.55
sparse_effect,124,effect_trace,4,0.5201,0.2164,0.8485,0.8496,0.3127,0.0
sparse_effect,125,delayed_reward_td,10,0.6193,0.1061,4.4866,0.317,0.0165,1.0
sparse_effect,125,dense_shaping,10,0.6193,0.1061,2.6984,0.4984,0.1221,0.55
sparse_effect,125,effect_trace,10,0.6193,0.1061,0.9906,0.8538,0.3133,0.0
sparse_effect,126,delayed_reward_td,11,0.4574,0.4045,4.7775,0.277,-0.0127,1.0
sparse_effect,126,dense_shaping,11,0.4574,0.4045,3.1193,0.3571,0.1032,0.55
sparse_effect,126,effect_trace,11,0.4574,0.4045,1.2099,0.8038,0.2542,0.0
sparse_effect,127,delayed_reward_td,6,0.6332,0.3496,3.1955,0.3549,0.0428,1.0
sparse_effect,127,dense_shaping,6,0.6332,0.3496,2.1563,0.4598,0.1195,0.55
sparse_effect,127,effect_trace,6,0.6332,0.3496,0.8847,0.867,0.3085,0.0
sparse_effect,128,delayed_reward_td,10,0.7468,0.4257,4.4685,0.3417,0.0244,1.0
sparse_effect,128,dense_shaping,10,0.7468,0.4257,2.935,0.4449,0.1046,0.55
sparse_effect,128,effect_trace,10,0.7468,0.4257,1.0428,0.8586,0.2916,0.0
sparse_effect,129,delayed_reward_td,5,0.3797,0.2303,2.9694,0.3665,0.0737,1.0
sparse_effect,129,dense_shaping,5,0.3797,0.2303,1.9483,0.429,0.1043,0.55
sparse_effect,129,effect_trace,5,0.3797,0.2303,0.9203,0.777,0.2871,0.0
sparse_effect,130,delayed_reward_td,9,0.488,0.3443,4.2386,0.3062,0.0265,1.0
sparse_effect,130,dense_shaping,9,0.488,0.3443,2.7223,0.4376,0.1001,0.55
sparse_effect,130,effect_trace,9,0.488,0.3443,1.1627,0.8243,0.2914,0.0
sparse_effect,131,delayed_reward_td,8,0.4943,0.263,3.944,0.3637,0.0166,1.0
sparse_effect,131,dense_shaping,8,0.4943,0.263,2.3783,0.4729,0.1326,0.55
sparse_effect,131,effect_trace,8,0.4943,0.263,0.9264,0.81,0.2898,0.0
sparse_effect,132,delayed_reward_td,7,0.5761,0.2257,3.5824,0.355,0.0348,1.0
sparse_effect,132,dense_shaping,7,0.5761,0.2257,2.1903,0.4669,0.1375,0.55
sparse_effect,132,effect_trace,7,0.5761,0.2257,0.8611,0.8753,0.3102,0.0
sparse_effect,133,delayed_reward_td,11,0.5294,0.1545,4.7256,0.2261,-0.0308,1.0
sparse_effect,133,dense_shaping,11,0.5294,0.1545,2.919,0.4861,0.1281,0.55
sparse_effect,133,effect_trace,11,0.5294,0.1545,1.2204,0.8202,0.2965,0.0
sparse_effect,134,delayed_reward_td,4,0.4411,0.2072,2.5985,0.407,0.0791,1.0
sparse_effect,134,dense_shaping,4,0.4411,0.2072,1.7995,0.5405,0.1479,0.55
sparse_effect,134,effect_trace,4,0.4411,0.2072,0.8439,0.8305,0.283,0.0
sparse_effect,135,delayed_reward_td,6,0.5937,0.1787,3.3107,0.3476,0.0322,1.0
sparse_effect,135,dense_shaping,6,0.5937,0.1787,2.1249,0.4573,0.1274,0.55
sparse_effect,135,effect_trace,6,0.5937,0.1787,0.8676,0.8504,0.2971,0.0
sparse_effect,136,delayed_reward_td,2,0.5732,0.1441,2.0028,0.4568,0.0734,1.0
sparse_effect,136,dense_shaping,2,0.5732,0.1441,1.1901,0.5922,0.1585,0.55
sparse_effect,136,effect_trace,2,0.5732,0.1441,0.6258,0.8547,0.3344,0.0
sparse_effect,137,delayed_reward_td,8,0.531,0.1864,3.7352,0.3206,0.0121,1.0
sparse_effect,137,dense_shaping,8,0.531,0.1864,2.3615,0.5158,0.1241,0.55
sparse_effect,137,effect_trace,8,0.531,0.1864,0.8856,0.8796,0.2998,0.0
sparse_effect,138,delayed_reward_td,8,0.5356,0.3143,4.0076,0.3803,0.0521,1.0
sparse_effect,138,dense_shaping,8,0.5356,0.3143,2.5128,0.44,0.0979,0.55
sparse_effect,138,effect_trace,8,0.5356,0.3143,1.0892,0.8172,0.2852,0.0
sparse_effect,139,delayed_reward_td,6,0.4991,0.3372,3.2678,0.3667,0.0718,1.0
sparse_effect,139,dense_shaping,6,0.4991,0.3372,2.1738,0.4568,0.1468,0.55
sparse_effect,139,effect_trace,6,0.4991,0.3372,0.9602,0.8368,0.2862,0.0
sparse_effect,140,delayed_reward_td,12,0.4145,0.3415,5.2487,0.2654,-0.0031,1.0
sparse_effect,140,dense_shaping,12,0.4145,0.3415,3.2356,0.4017,0.0974,0.55
sparse_effect,140,effect_trace,12,0.4145,0.3415,1.2965,0.8088,0.2533,0.0
sparse_effect,141,delayed_reward_td,12,0.5939,0.2101,5.1254,0.2884,-0.0062,1.0
sparse_effect,141,dense_shaping,12,0.5939,0.2101,3.0959,0.4249,0.1059,0.55
sparse_effect,141,effect_trace,12,0.5939,0.2101,1.1145,0.8535,0.2917,0.0
sparse_effect,142,delayed_reward_td,6,0.6573,0.0797,3.1421,0.3975,0.0284,1.0
sparse_effect,142,dense_shaping,6,0.6573,0.0797,1.7862,0.5518,0.1378,0.55
sparse_effect,142,effect_trace,6,0.6573,0.0797,0.7014,0.8812,0.3141,0.0
sparse_effect,143,delayed_reward_td,2,0.5769,0.2243,2.0483,0.4374,0.0726,1.0
sparse_effect,143,dense_shaping,2,0.5769,0.2243,1.3699,0.5079,0.1508,0.55
sparse_effect,143,effect_trace,2,0.5769,0.2243,0.6101,0.8919,0.2978,0.0
sparse_effect,144,delayed_reward_td,11,0.5132,0.3308,4.8133,0.2625,-0.0068,1.0
sparse_effect,144,dense_shaping,11,0.5132,0.3308,3.052,0.4284,0.1195,0.55
sparse_effect,144,effect_trace,11,0.5132,0.3308,1.0815,0.8058,0.2846,0.0
sparse_effect,145,delayed_reward_td,6,0.7109,0.323,3.2609,0.3883,0.039,1.0
sparse_effect,145,dense_shaping,6,0.7109,0.323,2.0753,0.4804,0.1837,0.55
sparse_effect,145,effect_trace,6,0.7109,0.323,0.7286,0.8892,0.3126,0.0
sparse_effect,146,delayed_reward_td,2,0.4559,0.1979,2.1361,0.4309,0.099,1.0
sparse_effect,146,dense_shaping,2,0.4559,0.1979,1.366,0.4534,0.1366,0.55
sparse_effect,146,effect_trace,2,0.4559,0.1979,0.7879,0.8615,0.3004,0.0
sparse_effect,147,delayed_reward_td,8,0.708,0.3675,3.9935,0.3452,0.0619,1.0
sparse_effect,147,dense_shaping,8,0.708,0.3675,2.6104,0.4344,0.1229,0.55
sparse_effect,147,effect_trace,8,0.708,0.3675,0.9442,0.8434,0.2955,0.0
sparse_effect,148,delayed_reward_td,8,0.4992,0.2981,3.8913,0.3375,0.0035,1.0
sparse_effect,148,dense_shaping,8,0.4992,0.2981,2.4924,0.4061,0.1589,0.55
sparse_effect,148,effect_trace,8,0.4992,0.2981,1.1542,0.8205,0.3022,0.0
sparse_effect,149,delayed_reward_td,11,0.4972,0.2488,4.8042,0.2925,-0.0205,1.0
sparse_effect,149,dense_shaping,11,0.4972,0.2488,2.9843,0.3818,0.1069,0.55
sparse_effect,149,effect_trace,11,0.4972,0.2488,1.1853,0.8129,0.288,0.0
sparse_effect,150,delayed_reward_td,4,0.5584,0.3141,2.7723,0.3502,0.0922,1.0
sparse_effect,150,dense_shaping,4,0.5584,0.3141,1.7027,0.4869,0.1623,0.55
sparse_effect,150,effect_trace,4,0.5584,0.3141,0.7219,0.8737,0.2965,0.0
sparse_effect,151,delayed_reward_td,2,0.4564,0.2245,2.1295,0.416,0.1223,1.0
sparse_effect,151,dense_shaping,2,0.4564,0.2245,1.1903,0.4848,0.1485,0.55
sparse_effect,151,effect_trace,2,0.4564,0.2245,0.7194,0.8199,0.3062,0.0
sparse_effect,152,delayed_reward_td,11,0.4976,0.4307,4.7807,0.2743,-0.061,1.0
sparse_effect,152,dense_shaping,11,0.4976,0.4307,3.178,0.3791,0.0904,0.55
sparse_effect,152,effect_trace,11,0.4976,0.4307,1.2194,0.8237,0.2637,0.0
sparse_effect,153,delayed_reward_td,6,0.4687,0.2225,3.2223,0.3747,0.0409,1.0
sparse_effect,153,dense_shaping,6,0.4687,0.2225,2.0408,0.4799,0.14,0.55
sparse_effect,153,effect_trace,6,0.4687,0.2225,0.9285,0.8531,0.302,0.0
sparse_effect,154,delayed_reward_td,8,0.6714,0.1456,3.7867,0.358,0.0497,1.0
sparse_effect,154,dense_shaping,8,0.6714,0.1456,2.2467,0.5344,0.1196,0.55
sparse_effect,154,effect_trace,8,0.6714,0.1456,0.8414,0.865,0.2999,0.0
sparse_effect,155,delayed_reward_td,12,0.6801,0.2074,5.0577,0.3138,-0.0036,1.0
sparse_effect,155,dense_shaping,12,0.6801,0.2074,3.0563,0.4638,0.1042,0.55
sparse_effect,155,effect_trace,12,0.6801,0.2074,1.0934,0.8739,0.2904,0.0
sparse_effect,156,delayed_reward_td,6,0.5904,0.5119,3.2801,0.3455,0.0189,1.0
sparse_effect,156,dense_shaping,6,0.5904,0.5119,2.3761,0.3839,0.1502,0.55
sparse_effect,156,effect_trace,6,0.5904,0.5119,0.95,0.8326,0.2775,0.0
sparse_effect,157,delayed_reward_td,6,0.6365,0.3271,3.2301,0.4003,0.0058,1.0
sparse_effect,157,dense_shaping,6,0.6365,0.3271,2.0465,0.4671,0.1072,0.55
sparse_effect,157,effect_trace,6,0.6365,0.3271,0.9096,0.8482,0.3146,0.0
sparse_effect,158,delayed_reward_td,11,0.6533,0.2725,4.8166,0.3343,0.0056,1.0
sparse_effect,158,dense_shaping,11,0.6533,0.2725,2.9797,0.4503,0.0877,0.55
sparse_effect,158,effect_trace,11,0.6533,0.2725,1.1479,0.8011,0.2883,0.0
sparse_effect,159,delayed_reward_td,3,0.5833,0.0804,2.2941,0.4357,0.0888,1.0
sparse_effect,159,dense_shaping,3,0.5833,0.0804,1.298,0.5927,0.2032,0.55
sparse_effect,159,effect_trace,3,0.5833,0.0804,0.5783,0.8714,0.3137,0.0
sparse_effect,160,delayed_reward_td,5,0.6058,0.4057,2.9503,0.3484,0.0757,1.0
sparse_effect,160,dense_shaping,5,0.6058,0.4057,1.984,0.4634,0.1407,0.55
sparse_effect,160,effect_trace,5,0.6058,0.4057,0.7914,0.8764,0.298,0.0
sparse_effect,161,delayed_reward_td,12,0.594,0.2532,5.027,0.2514,-0.0282,1.0
